"","s__Streptococcus_mitis","s__Streptococcus_salivarius","s__Streptococcus_parasanguinis","s__Streptococcus_oralis","s__Rothia_mucilaginosa","s__Neisseria_mucosa","s__Haemophilus_parainfluenzae","s__Neisseria_sicca","s__Streptococcus_infantis","s__Schaalia_odontolytica","s__Prevotella_melaninogenica","s__Actinomyces_sp._ICM47","s__Gemella_haemolysans","s__Streptococcus_sanguinis","s__Actinomyces_graevenitzii","s__Streptococcus_pseudopneumoniae","s__Streptococcus_sp._263_SSPC","s__Veillonella_atypica","s__Haemophilus_parahaemolyticus","s__Prevotella_histicola","s__Streptococcus_cristatus","s__Streptococcus_pneumoniae","s__Neisseria_subflava","s__Streptococcus_australis","s__Veillonella_dispar","s__Gemella_sanguinis","s__Haemophilus_haemolyticus","s__Streptococcus_sp._oral_taxon_431","s__Streptococcus_rubneri","s__Streptococcus_vestibularis","s__Streptococcus_sp._M334","s__Prevotella_pallens","s__Lancefieldella_parvula","s__Prevotella_jejuni","s__Streptococcus_gordonii","s__Granulicatella_adiacens","s__Actinomyces_bouchesdurhonensis","s__Veillonella_parvula","s__Veillonella_rogosae","s__Actinomyces_oris","s__Haemophilus_sputorum","s__Rothia_sp._HMSC065C12","s__Streptococcus_sp._HSISS2","s__Rothia_dentocariosa","s__Streptococcus_timonensis","s__Lautropia_mirabilis","s__Streptococcus_sp._HMSC067H01","s__Streptococcus_sp._Marseille_Q3533","s__Rothia_sp._HMSC072B04","s__Veillonella_tobetsuensis","s__Alloprevotella_tannerae","s__Neisseria_sp._HMSC071A01","s__Megasphaera_micronuciformis","s__Neisseria_meningitidis","s__Alloprevotella_sp._oral_taxon_473","s__Prevotella_salivae","s__Streptococcus_sp._UMB0029","s__Solobacterium_moorei","s__Peptostreptococcus_stomatis","s__Veillonella_nakazawae","s__Streptococcus_sp._F0442","s__Streptococcus_sp._HPH0090","s__Prevotella_intermedia","s__Rothia_aeria","s__Streptococcus_sp._HMSC034E03","s__Streptococcus_anginosus","s__Veillonella_sp._oral_taxon_158","s__Streptococcus_sp._XMC","s__Rothia_sp._HMSC062F03","s__Actinomyces_sp._ICM58","s__Leptotrichia_wadei","s__Mogibacterium_diversum","s__Actinomyces_sp._oral_taxon_172","s__Porphyromonas_somerae","s__Porphyromonas_sp._oral_taxon_279","s__Porphyromonas_bobii","s__Neisseria_flavescens","s__Rothia_sp._HMSC072E10","s__Candidatus_Nanosynbacter_sp._HMT_352","s__Parvimonas_micra","s__Prevotella_vespertina","s__Porphyromonas_sp._KLE_1280","s__Prevotella_nanceiensis","s__Fusobacterium_pseudoperiodonticum","s__Streptococcus_sp._HMSC074B11","s__Abiotrophia_sp._HMSC24B09","s__Streptococcus_sp._SK140","s__Prevotella_sp._oral_taxon_306","s__Neisseria_sp._oral_taxon_014","s__Streptococcus_sp._HMSC061D10","s__Veillonella_sp._S13053_19","s__Haemophilus_influenzae","s__Streptococcus_sp._HMSC056C01","s__Lachnoanaerobaculum_saburreum","s__Leptotrichia_sp._oral_taxon_218","s__Alloprevotella_rava","s__Haemophilus_paraphrohaemolyticus","s__Streptococcus_sp._1001283B150225_161107_H12","s__Actinomyces_naeslundii","s__Schaalia_sp._ORNL0103","s__Streptococcus_sp._Marseille_Q6470","s__Streptococcus_sp._343_SSPC","s__Porphyromonas_pasteri","s__Porphyromonas_endodontalis","s__Campylobacter_concisus","s__Leptotrichia_sp._oral_taxon_417","s__Oribacterium_sinus","s__Streptococcus_sp._Marseille_Q0941","s__Streptococcus_sp._HMSC062D07","s__Aggregatibacter_segnis","s__Streptococcus_sp._A12","s__Fusobacterium_periodonticum","s__Streptococcus_sp._Marseille_Q4154","s__Gemella_morbillorum","s__Fusobacterium_nucleatum","s__Streptococcus_intermedius","s__Granulicatella_sp._HMSC30F09","s__Veillonella_sp._CLA_AA_H247","s__Haemophilus_sp._Marseille_Q0026","s__Leptotrichia_sp._oral_taxon_215","s__Leptotrichia_sp._oral_taxon_221","s__Streptococcus_sp._oral_taxon_061","s__Aggregatibacter_sp._2125159857","s__Abiotrophia_defectiva","s__Aggregatibacter_sp._oral_taxon_458","s__Candidatus_Nanosynbacter_sp._TM7_057","s__Lachnoanaerobaculum_orale","s__Actinomyces_sp._S6_Spd3","s__Candidatus_Nanosynbacter_sp._TM7_008","s__Candidatus_Nanosynbacter_sp._TM7_076","s__Actinomyces_sp._oral_taxon_181","s__Actinomyces_sp._ph3","s__Candidatus_Nanosynbacter_sp._TM7_087","s__Lachnoanaerobaculum_sp._ICM7","s__Candidatus_Nanosynbacter_sp._TM7_075","s__Candidatus_Nanosynbacter_sp._TM7_053"
"s__Schaalia_sp._ORNL0103",0.465965789483932,NA,0.285146219556083,NA,NA,0.198403583263955,NA,0.293437063187341,NA,0.109206768270118,NA,0.0510916425388728,0.378141761759599,NA,0.15081498423262,NA,0.0575246524592522,0.0752981492064439,0.979349205142836,0.0349617672166994,NA,0.892086197046513,0.557958498608874,NA,0.0871041094124238,NA,0.757199557189144,NA,NA,NA,NA,NA,0.0536170038747935,NA,NA,NA,0.117831531898091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.570446303150296,NA,NA,NA,NA,NA,0.0989829128812378,NA,NA,NA,NA,NA,NA,NA,NA,0.073548893132965,0.00499860035834652,NA,0.217926994222462,0.00403552935449491,NA,NA,NA,0.189712481275863,0.202885921280185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308806029697714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31487589057178,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397504447427883,NA,NA,0.497561207193051,NA,NA,NA,0.0543576521971927,0.0919098505825422
"s__Streptococcus_sp._Marseille_Q6470",NA,NA,NA,NA,0.178865803077099,NA,NA,NA,0.302242272686962,NA,NA,NA,NA,NA,NA,NA,0.236303503664353,0.500158909219663,NA,0.0944333211881583,NA,NA,NA,0.6127370488388,NA,0.268081639425404,NA,0.841936939785608,0.593892062770164,NA,NA,NA,NA,0.289635933591829,NA,NA,NA,0.712889175818506,NA,NA,NA,0.0333836508882594,NA,NA,0.782817742766546,NA,0.421631636063977,0.0798103311613246,0.0698826374942352,0.587020871028511,NA,NA,0.0893602230682845,NA,NA,0.454758669941147,NA,NA,NA,NA,0.987359033165349,0.582853584853898,0.652177869307336,NA,0.6151081449358,NA,NA,0.316023733969607,NA,NA,0.68253876974366,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0404297618619097,NA,NA,NA,0.531999192803782,NA,0.580894557106218,0.178088004494617,NA,0.389174963355389,NA,NA,0.437513488122226,NA,0.137322404923919,NA,NA,0.941195574631384,NA,NA,NA,0.983281205818227,NA,NA,NA,0.0870861109869404,NA,0.706698888162912,0.0675297630575396,NA,0.80397926454975,NA,0.362273553533968,NA,NA,NA,NA,NA,NA,NA,0.0164563646598368,0.408673359013642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sp._343_SSPC",NA,NA,NA,NA,NA,NA,0.114269629813049,NA,0.0952347331550943,NA,0.106265273949302,NA,NA,NA,0.075360026811121,NA,NA,0.458572660658263,NA,0.397669823554973,NA,NA,NA,0.381101570408386,0.143723573856457,0.267978008844727,NA,0.251932997061316,0.645504600333065,NA,NA,0.265812028410687,0.00451151390507471,0.182357783504584,NA,NA,NA,0.845263831479937,NA,NA,NA,NA,NA,NA,0.479086677516783,NA,0.701518313219333,0.598440285743374,NA,0.418944982002061,NA,NA,0.327193908550387,NA,NA,0.20432982271108,NA,NA,NA,0.516694468117394,0.158617817039285,0.320985059519108,0.71609419946681,NA,NA,NA,NA,0.0588115956627089,NA,NA,NA,NA,0.00034912125221263,0.254289684725748,NA,NA,NA,NA,NA,NA,0.28179466539178,NA,NA,NA,NA,NA,NA,0.719229235814843,NA,0.378042667441832,NA,NA,NA,0.0748161742133852,NA,NA,NA,0.000394986162189911,NA,NA,0.983281205818227,NA,0.168452816392995,NA,NA,NA,NA,0.893418377565175,0.766203493456171,NA,0.0234112284795863,NA,0.467028206300656,NA,NA,NA,NA,0.926497696036654,NA,NA,NA,0.28290602970717,NA,NA,NA,NA,0.128465451698527,NA,0.0105307253512875,0.377260654196872,NA,NA,NA,NA,0.00928309948549732,0.0445446921809994
"s__Porphyromonas_pasteri",NA,NA,NA,NA,NA,0.221878674940636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30783894997838,NA,NA,NA,NA,0.110899235688361,NA,0.197230208997575,NA,NA,NA,0.558558705856378,0.683755870238489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876712330819337,NA,0.529346218954725,NA,NA,0.600440555866011,NA,NA,NA,0.049634521091606,NA,0.162831007786098,0.19112377330588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674700288724197,0.335454363612528,0.00436184448967676,0.193798299708206,NA,NA,NA,NA,0.286871399758174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168452816392995,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535863735088578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Porphyromonas_endodontalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460269931338531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916884381093063,0.0258498985391238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Campylobacter_concisus",0.495763252851743,NA,NA,0.920081035206084,NA,NA,NA,NA,NA,NA,0.690921252103337,0.488519335908002,NA,NA,NA,0.181828016458883,NA,0.875380839615974,NA,0.346403841649228,NA,0.70782477896296,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489441312435916,NA,0.34894502040448,NA,0.269316289896457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614709611588855,NA,NA,NA,NA,NA,0.689234999100866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456558819145985,0.624641253679104,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987709553966921,NA,NA,NA,NA,NA,NA,0.693028796996167,NA,NA,NA,NA,0.143798735083195,0.462648052849977,0.41315226395245,0.511571990290329,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998058637981714,0.301736703891046,0.431741488436714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9436463735717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436134490013959,NA,NA
"s__Leptotrichia_sp._oral_taxon_417",NA,NA,NA,NA,0.094151093290067,NA,NA,NA,0.12526937253822,NA,NA,NA,0.387665150903282,NA,NA,NA,NA,0.360174866526464,NA,0.166398396819392,NA,NA,NA,NA,NA,NA,NA,0.109902969182382,NA,NA,NA,0.390369766813176,NA,0.645511247687302,NA,0.678774521227768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079861428234206,NA,NA,0.973444002311666,NA,NA,NA,NA,NA,0.331799961831249,NA,NA,NA,NA,NA,0.410341561552233,NA,NA,NA,NA,NA,NA,NA,0.0570704920706185,0.877066116899998,NA,NA,NA,NA,NA,NA,0.821345883687264,NA,NA,NA,NA,NA,0.0639607560445623,0.106482633356763,NA,NA,NA,NA,NA,NA,NA,0.476428564057354,0.692419903024101,0.685508058574618,0.164425178482669,NA,NA,NA,NA,0.0870861109869404,NA,NA,NA,0.998058637981714,NA,NA,0.0957738704171608,0.067061992368223,NA,NA,0.0505890515344999,0.329876500899294,NA,NA,NA,0.547190373579758,NA,NA,NA,0.178270220847084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Oribacterium_sinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335615471739246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129255798060922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398235529179801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301736703891046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sp._Marseille_Q0941",NA,NA,NA,NA,0.0666949683420405,NA,NA,NA,0.852865182747711,NA,0.427892661653893,NA,NA,NA,0.241648834047002,0.330830608442843,0.222559689784229,0.776619970169909,NA,0.578203958663515,NA,NA,NA,0.970034404798611,0.172281493216338,0.415352661103265,NA,0.256115299823346,0.935319821857872,NA,NA,0.730705794376833,0.779341723515328,0.625154026950508,NA,NA,NA,0.227900759898648,NA,NA,NA,0.000821616414814454,NA,NA,0.533121396736118,NA,0.506033088044629,0.664016593693406,0.00384814279611604,0.496878698626679,NA,NA,0.262409245800379,NA,NA,0.80978790149431,NA,NA,NA,0.59940085701423,0.580892677499115,0.838721866532895,0.57184414159756,NA,0.840295453662436,NA,NA,0.325852255789681,NA,NA,0.339026863838242,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479672894220213,NA,NA,NA,0.895962132088319,NA,0.583735129477954,0.431999057836853,NA,0.451327110134489,NA,NA,0.442111925025428,0.434762248939086,0.0231224883209291,NA,NA,0.580454812676142,0.0246637484927873,NA,0.706698888162912,0.893418377565175,NA,NA,0.431741488436714,0.0957738704171608,NA,NA,0.213563551253834,NA,0.87644147007115,NA,0.953538966308361,NA,NA,NA,NA,0.777242971322224,NA,NA,0.00169318441775851,0.674415699974337,NA,NA,NA,NA,NA,NA,0.600392960284964,0.204119038231349,NA,NA,NA,NA,0.995993308947569,NA
"s__Streptococcus_sp._HMSC062D07",NA,NA,NA,NA,0.0156985245891208,NA,NA,NA,0.765186212152802,NA,NA,NA,NA,NA,NA,NA,0.123459953621128,0.562763675112041,NA,NA,NA,NA,NA,0.736913939875808,NA,0.163015488455926,NA,0.975553859380171,0.950518516258513,NA,NA,NA,NA,0.43256181429923,NA,0.680653432302495,NA,0.902668917792334,NA,NA,NA,0.00145439222127454,NA,NA,0.612271251580369,NA,0.807924323635467,0.805205540223141,0.00279992950074754,0.307355752111867,NA,NA,0.246541006721812,NA,NA,0.260710314902813,NA,NA,NA,0.589504529259483,0.249422823310516,0.627869385703216,0.379967311313991,NA,0.437813721114753,NA,NA,0.512999784671271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164349677477902,NA,NA,NA,0.17329584399575,NA,0.875383096193693,0.238318906134745,NA,0.742434543095515,NA,NA,0.473247470450892,NA,0.163791186317246,0.39005694302045,NA,0.959564257954629,NA,NA,0.0675297630575396,0.766203493456171,NA,NA,NA,0.067061992368223,NA,0.213563551253834,NA,NA,0.486650481439737,NA,0.276100188898407,NA,NA,NA,0.69223027205757,0.956874605654781,NA,NA,0.0219581414105355,0.262211605470752,NA,NA,NA,NA,NA,NA,0.394828060279544,0.199736014273593,NA,NA,NA,NA,NA,NA
"s__Aggregatibacter_segnis",NA,NA,NA,NA,NA,NA,0.333732811464057,0.44977731474342,0.245574580891883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212461952034819,NA,NA,NA,0.378161637144371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846478309495947,0.169932137842743,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562869591472985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0973022252445375,NA,0.0903622386269077,NA,NA,NA,NA,0.340396623354629,0.152418479334947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31435256152958,NA,0.015417696678247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sp._A12",NA,NA,NA,NA,NA,NA,NA,NA,0.180929858385837,NA,0.10241012637465,NA,NA,NA,NA,NA,0.125161583366708,0.311337531773818,NA,0.605431645144965,NA,NA,NA,0.423111834785195,0.151155498426365,0.0961179556755977,NA,0.414939148626985,0.200798690295442,NA,NA,0.0432335411604655,0.0109739746260074,0.247046923311457,NA,NA,0.229177202332856,0.971181229436952,NA,NA,NA,NA,NA,NA,0.291249568952966,NA,0.79499320872548,0.780084017420417,0.131950060453978,0.385114526894567,NA,NA,0.666817991190236,NA,NA,0.113835962461086,NA,NA,NA,0.419096922355115,0.551805286890709,0.410397309915674,0.921280265665604,NA,NA,NA,NA,0.00415297239641687,NA,NA,NA,NA,NA,0.514495102214073,NA,NA,NA,NA,NA,NA,0.0345414741671966,0.11849598895912,NA,NA,NA,NA,NA,0.203598076269771,NA,0.537982692844449,NA,NA,NA,0.0679803653062153,NA,NA,NA,0.109530783870946,NA,NA,0.80397926454975,0.0234112284795863,NA,NA,NA,NA,NA,0.87644147007115,0.486650481439737,NA,NA,NA,0.599997127728705,NA,NA,NA,NA,0.73721384928393,NA,NA,NA,0.867936601443524,NA,NA,NA,NA,NA,NA,0.00592342578955925,NA,NA,NA,NA,NA,0.0512827324096558,0.0327061758479387
"s__Fusobacterium_periodonticum",NA,NA,0.85312237316981,0.512702420907494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0655251162672165,NA,NA,NA,0.172656283237668,NA,NA,0.765698588347863,0.1456902085236,NA,NA,NA,NA,0.213495472964241,NA,NA,NA,0.602860294061032,0.182590390795288,NA,NA,0.0831085024987505,0.276730931598366,NA,NA,NA,0.306703183595492,NA,0.410630318419147,NA,NA,NA,0.318150855062099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56424048095675,NA,0.215137580778468,NA,0.0242343452966168,NA,NA,0.632615827190624,0.840179953540995,0.196113406605701,NA,0.316330974753767,NA,NA,NA,0.453641752264191,NA,1.63964592759055e-06,NA,NA,NA,NA,NA,NA,0.950936205416106,NA,NA,NA,NA,NA,NA,0.00941228957741771,NA,NA,NA,NA,0.535863735088578,NA,NA,0.0505890515344999,NA,NA,NA,NA,NA,NA,NA,NA,0.346228662277286,NA,NA,NA,NA,0.68525281185438,NA,NA,0.00547683652023553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sp._Marseille_Q4154",NA,NA,NA,NA,0.0164633006754112,NA,NA,NA,0.741808750364725,NA,0.662404161510961,NA,NA,NA,NA,NA,0.128352681782506,0.353435843957048,NA,0.972548772836292,NA,NA,NA,0.976129757787087,0.0689294006304686,0.199734754243976,NA,0.21054343723391,0.618661133146783,NA,NA,NA,NA,0.46550365189878,NA,0.260136499362921,NA,0.214388364938614,NA,NA,NA,0.000512168934891279,NA,NA,0.262912170409516,NA,0.669142731047337,0.827645375992521,0.0768143445860947,0.677385067869048,NA,NA,0.195032170917008,NA,NA,0.46409907397705,NA,NA,NA,0.268805017058931,0.39787774804423,0.989185368902139,0.270061648880733,NA,0.646900998378473,NA,NA,0.292475335708857,0.000898990259240456,NA,0.674553351857435,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129868866120181,NA,NA,NA,0.258057916770534,NA,0.877683680684178,0.229209486728733,0.0416980310428099,0.49580504958808,NA,NA,0.542874057707437,0.437185637680922,0.482553577900517,0.739388722573918,NA,0.420427430536044,NA,NA,0.362273553533968,0.467028206300656,NA,NA,NA,0.329876500899294,NA,0.953538966308361,0.276100188898407,NA,0.599997127728705,NA,NA,NA,NA,NA,NA,0.354044132820604,NA,NA,0.0614155229574041,0.912561880280686,NA,NA,NA,NA,NA,NA,0.909587748462245,NA,NA,NA,NA,NA,0.661079971125912,0.425742921948914
"s__Gemella_morbillorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765337373525859,NA,NA,NA,NA,0.944680868541137,NA,NA,NA,NA,NA,NA,0.48003071043263,0.221817292273059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261897228751683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100346283110066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515125306704946,NA,NA,NA,NA,NA,0.0890307534050779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Fusobacterium_nucleatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338308285285448,NA,0.647603891162119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904865197365336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0678325384619336,NA,0.793213976602464,NA,NA,NA,0.249034034222774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916884381093063,NA,NA,NA,NA,NA,NA,NA,0.346228662277286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_intermedius",0.515537369996304,NA,NA,0.94693381096699,NA,0.540865362358748,NA,NA,NA,NA,0.363698795616459,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718515356814615,0.0396142736050709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983653644025145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.749017673445932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83665048782687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332614310584111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0258498985391238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00517679423707381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Granulicatella_sp._HMSC30F09",NA,NA,NA,0.935297089243827,NA,NA,NA,NA,0.631963229993775,NA,NA,NA,NA,NA,NA,NA,0.92223611987776,NA,0.0166506011581349,NA,NA,NA,NA,NA,NA,NA,NA,0.759983836067223,NA,NA,NA,0.727802948166701,NA,NA,0.857449386524865,0.0130380167383179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0556130632846609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434876532546953,0.833002168525905,0.288000884294587,NA,NA,NA,NA,NA,NA,NA,0.441679592974383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.821475094108691,0.182533056459446,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547190373579758,NA,NA,0.69223027205757,NA,NA,NA,NA,NA,NA,0.00517679423707381,NA,NA,NA,NA,0.260946283920771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106534233720797,NA,NA,NA
"s__Veillonella_sp._CLA_AA_H247",0.650599649992018,0.081510815440611,0.026060514952583,NA,NA,NA,NA,NA,0.463917170610299,0.580792653052547,0.277889572147544,0.75896618928866,0.831029370825165,NA,0.357834954729425,0.224647196976275,NA,0.909220455785126,NA,0.272060533393168,NA,NA,0.320917482676581,0.425570389424416,0.503574410224377,NA,0.892334335634508,0.237636283350022,0.761293860291071,NA,NA,NA,0.783680204778647,0.441899116794526,NA,NA,NA,0.942897500077176,NA,NA,0.662332842910704,NA,0.203777660785822,NA,0.161985066334629,NA,0.376693294403522,0.283325882719189,NA,0.776012151968913,NA,NA,0.223563840499827,0.402090650396053,NA,0.0606481478125649,NA,NA,NA,0.929772345381978,NA,NA,NA,0.056777629869789,NA,NA,0.347962958886014,0.521890915488402,0.638377600692228,NA,NA,NA,NA,0.853559492225186,NA,NA,NA,NA,NA,NA,0.27186968194071,NA,NA,NA,NA,NA,NA,0.510442908099596,NA,NA,0.520573249109047,NA,NA,0.0495739437355475,NA,NA,NA,0.448416977935187,NA,0.31487589057178,NA,0.926497696036654,NA,NA,NA,NA,NA,0.777242971322224,0.956874605654781,NA,0.73721384928393,NA,0.354044132820604,0.515125306704946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818036182342411,0.0684799212254107,NA,0.972207675776789,0.46806264571777,NA,NA,NA,NA
"s__Haemophilus_sp._Marseille_Q0026",0.484567233390534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61134164415235,NA,NA,NA,0.697707560267776,NA,NA,NA,NA,NA,NA,NA,0.140179808502957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0253194176252209,NA,NA,NA,NA,NA,NA,NA,0.187142418349231,NA,NA,0.560585075786103,NA,NA,NA,NA,0.014777546956886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179768287373452,NA,NA,NA,NA,NA,NA,NA,NA,NA
